CustomerId,Surname,Gender,Age,Geography,IsActiveMember,HasPremiumMembership
2080,Jamieson,Male,45,USA,0,1
2081,Barlow,Female,55,USA,0,1
2082,White,Male,32,UK,1,1
2083,Stewart,Male,39,Canada,1,1
2084,Buccho,Male,24,USA,1,1
2085,Benson,Female,36,USA,0,1
2086,Thompson,Male,28,UK,0,1
2087,Todd,Female,32,Canada,1,1
2088,Burgin,Female,52,USA,0,1
2089,Nnaife,Female,41,UK,1,0
2090,Okwudiliolisa,Female,33,USA,0,0
2091,Johnson,Male,39,Canada,0,1
2092,Parkes,Female,37,USA,0,1
2093,Lo,Male,38,Canada,1,0
2094,Martin,Male,55,USA,1,1
2095,Kapustina,Male,70,Canada,0,0
2096,Page,Female,40,UK,0,1
2097,Amaechi,Female,38,USA,1,1
2098,Munro,Male,37,Canada,1,0
2099,Panicucci,Female,43,USA,0,1
2100,Greathouse,Male,57,USA,1,1
2101,Ts'ui,Male,40,USA,0,1
2102,Napolitani,Female,49,Canada,1,0
2103,Beers,Female,33,UK,1,1
2104,Tretyakova,Male,61,USA,1,1
2105,Lin,Male,42,USA,0,0
2106,Costa,Female,31,USA,1,1
2107,Ibezimako,Female,55,UK,0,1
2108,Marcelo,Female,42,Canada,1,0
2109,Hay,Male,74,UK,1,1
2110,Moore,Male,41,Canada,1,0
2111,Lumholtz,Female,48,UK,1,1
2112,Simpson,Male,25,USA,0,1
2113,Hill,Female,28,Canada,0,1
2114,Mouzon,Male,35,UK,0,0
2115,Wu,Male,33,Canada,0,1
2116,Pirozzi,Female,54,UK,0,1
2117,Ibeabuchi,Male,44,USA,0,1
2118,Garnsey,Male,31,USA,1,0
2119,Synnot,Female,27,USA,0,1
2120,Wildman,Male,29,USA,0,1
2121,Anenechukwu,Female,54,UK,1,1
2122,Tai,Male,30,USA,1,0
2123,Plant,Female,32,Canada,0,0
2124,Azubuike,Female,25,UK,0,1
2125,Galkin,Male,32,USA,0,0
2126,Johnston,Female,45,USA,1,0
2127,Babbage,Female,40,USA,1,1
2128,Walker,Male,34,UK,0,1
2129,Rice,Male,37,USA,1,0
2130,Norton,Male,34,USA,0,1
2131,Bogolyubov,Female,45,USA,1,1
2132,Gibbons,Male,38,USA,0,1
2133,Chia,Female,43,Canada,1,1
2134,Smith,Female,32,USA,0,1
2135,Hunter,Male,44,USA,0,1
2136,Ekechukwu,Male,57,UK,0,1
2137,Bellucci,Male,18,USA,1,1
2138,Ford,Female,38,USA,0,1
2139,Scott,Male,45,Canada,1,1
2140,Gregson,Female,51,USA,0,1
2141,Moore,Male,41,USA,0,1
2142,Wallace,Male,18,USA,1,1
2143,Cook,Male,35,USA,0,1
2144,Speth,Male,38,USA,1,1
2145,Boag,Male,34,Canada,0,1
2146,Grave,Male,33,Canada,0,1
2147,Streeten,Male,49,USA,1,0
2148,Fox,Male,33,USA,1,1
2149,Artemyeva,Male,26,Canada,1,1
2150,Giordano,Male,57,Canada,0,1
2151,Perkins,Male,38,USA,1,0
2152,Walton,Male,57,USA,0,1
2153,Hay,Female,55,USA,1,0
2154,Gardner,Male,36,USA,0,0
2155,Milne,Male,65,UK,0,0
2156,She,Female,35,USA,0,1
2157,Hu,Male,42,USA,0,1
2158,Uwakwe,Female,44,USA,1,1
2159,Bird,Female,40,USA,1,1
2160,Anderson,Male,72,USA,1,0
2161,Bellew,Male,28,USA,1,0
2162,Cocci,Male,32,UK,0,1
2163,Krichauff,Female,34,USA,0,1
2164,Cameron,Male,35,USA,1,1
2165,Becker,Male,77,Canada,1,1
2166,Ainsworth,Male,33,USA,1,0
2167,Biryukov,Male,40,USA,1,1
2168,Redding,Male,33,USA,1,0
2169,Wood,Female,56,UK,0,1
2170,Scott,Male,43,UK,1,1
2171,Gould,Male,40,USA,1,0
2172,Hao,Male,58,UK,1,1
2173,Power,Male,35,UK,1,1
2174,White,Female,46,USA,1,1
2175,Thorpe,Male,26,USA,0,1
2176,Tuan,Female,34,UK,0,0
2177,Inman,Male,35,Canada,1,1
2178,Hanson,Female,24,USA,1,0
2179,MacDonald,Female,43,Canada,0,1
2180,Parkes,Male,40,Canada,0,0
2181,Stanley,Female,42,USA,1,0
2182,Fischer,Female,46,UK,1,1
2183,Chinweuba,Male,38,Canada,1,0
2184,Henning,Male,38,USA,1,1
2185,Ogochukwu,Female,40,USA,0,1
2186,Narelle,Male,40,Canada,1,1
2187,Bergman,Male,37,UK,0,1
2188,Sagese,Male,34,Canada,1,1
2189,Anenechi,Female,32,Canada,1,1
2190,Palerma,Male,35,USA,1,1
2191,Okwudilichukwu,Female,59,UK,0,1
2192,Harrison,Female,47,Canada,0,1
2193,Jamieson,Male,33,USA,0,1
2194,Goodman,Male,37,USA,1,1
2195,Ko,Female,34,USA,1,1
2196,Norman,Female,58,Canada,0,0
2197,Ugochukwutubelum,Male,47,UK,1,1
2198,Uvarova,Male,35,Canada,1,1
2199,Chia,Male,48,Canada,0,1
2200,Piazza,Male,29,USA,0,1
2201,Power,Male,37,USA,1,1
2202,P'eng,Male,35,USA,0,1
2203,Johnson,Male,28,Canada,1,1
2204,Walker,Male,30,Canada,1,1
2205,Innes,Male,31,USA,0,1
2206,Francis,Male,38,Canada,0,0
2207,Chidozie,Male,34,USA,1,1
2208,Mackenzie,Female,33,USA,0,0
2209,Craigie,Female,46,USA,0,1
2210,Manfrin,Male,33,Canada,0,0
2211,Onyekachi,Female,34,UK,1,0
2212,Pethard,Male,40,USA,0,1
2213,Nwabugwu,Female,37,UK,0,0
2214,DeRose,Female,41,UK,1,1
2215,Ch'eng,Female,26,USA,1,0
2216,Padovesi,Male,36,USA,1,1
2217,Obielumani,Female,47,USA,0,1
2218,Stephens,Male,35,Canada,0,1
2219,Emery,Female,31,Canada,1,1
2220,Dufresne,Female,34,UK,1,0
2221,Lee,Female,49,UK,0,1
2222,Hsing,Female,35,UK,0,1
2223,Longo,Male,43,UK,1,1
2224,Vial,Male,34,USA,1,1
2225,Chukwudi,Male,55,Canada,0,1
2226,Grant,Male,38,UK,1,0
2227,Ma,Male,46,Canada,1,1
2228,Sun,Male,58,Canada,1,1
2229,Moss,Female,37,USA,0,1
2230,Booth,Male,44,Canada,0,1
2231,Ross,Female,30,USA,1,1
2232,Ndukaku,Male,35,USA,0,1
2233,Pruneda,Male,36,Canada,0,1
2234,Neumann,Male,38,Canada,0,0
2235,Calabrese,Female,38,USA,1,1
2236,Yobachukwu,Female,56,Canada,0,1
2237,Tung,Male,41,UK,0,0
2238,Marchesi,Female,30,USA,0,1
2239,Hess,Male,28,USA,1,1
2240,Pickering,Female,31,USA,1,1
2241,Mazzi,Female,33,UK,0,0
2242,Madukaego,Male,42,UK,0,1
2243,Trentino,Female,30,UK,1,1
2244,Paterson,Male,38,Canada,0,1
2245,Marchesi,Female,66,USA,1,1
2246,Anayolisa,Female,58,USA,1,1
2247,Poole,Female,39,Canada,0,1
2248,Zhou,Female,41,UK,1,0
2249,Bates,Female,37,Canada,0,0
2250,Olejuru,Male,35,USA,1,1
2251,Bustard,Male,20,Canada,1,1
2252,Wade,Female,25,Canada,0,1
2253,Tan,Female,33,UK,1,0
2254,Ngozichukwuka,Female,41,Canada,1,1
2255,Calabrese,Male,36,USA,1,0
2256,Lane,Male,43,Canada,1,1
2257,Forbes,Male,33,USA,1,1
2258,Davy,Female,35,Canada,1,1
2259,Ma,Female,36,USA,1,0
2260,Barrera,Female,41,USA,0,1
2261,Alexander,Male,55,USA,1,1
2262,Ngozichukwuka,Female,61,UK,1,1
2263,Murray,Male,43,USA,0,1
2264,Hall,Female,49,USA,0,0
2265,Padovesi,Female,29,USA,1,1
2266,Lysaght,Female,35,USA,0,1
2267,Kelechi,Female,37,UK,0,1
2268,Nebechi,Male,39,USA,0,1
2269,Hanson,Female,56,USA,0,1
2270,Kao,Female,33,USA,1,0
2271,Tu,Female,38,USA,0,0
2272,Palerma,Male,25,UK,0,1
2273,Fallaci,Female,57,UK,1,1
2274,Shen,Female,27,Canada,1,0
2275,Ts'ui,Female,65,USA,0,1
2276,Chikezie,Female,48,USA,1,1
2277,He,Female,59,USA,0,1
2278,Dreyer,Female,43,USA,0,1
2279,Short,Female,33,USA,1,0
2280,Hunt,Male,34,Canada,0,1
2281,Ricci,Male,36,USA,1,1
2282,Teng,Female,40,UK,0,0
2283,Ijendu,Male,37,USA,0,0
2284,Kibby,Male,45,USA,1,1
2285,Obiuto,Male,39,UK,0,1
2286,Ramos,Male,50,UK,1,1
2287,Calabrese,Male,44,UK,0,0
2288,Vasin,Male,26,USA,0,1
2289,Munro,Female,30,USA,1,1
2290,Keeley,Male,48,USA,1,0
2291,Archer,Male,50,Canada,0,1
2292,Murray,Male,27,Canada,0,1
2293,Chidiegwu,Male,27,USA,1,1
2294,Tang,Female,45,Canada,0,1
2295,Farrar,Male,33,USA,0,1
2296,Shaw,Male,40,USA,1,0
2297,Napolitani,Male,47,UK,1,0
2298,Greenhalgh,Female,40,USA,1,1
2299,Martin,Male,61,UK,1,1
2300,Hu,Female,25,UK,1,1
2301,Y?an,Female,45,Canada,0,1
2302,Odili,Female,61,USA,1,1
2303,H?,Female,49,USA,1,0
2304,Chiemela,Male,45,Canada,1,0
2305,Yuan,Female,35,Canada,1,1
2306,Clements,Male,29,USA,0,1
2307,Kolesnikov,Female,34,USA,0,1
2308,Rutherford,Male,57,UK,1,0
2309,Hsiung,Female,33,UK,0,1
2310,Angelo,Male,46,UK,1,1
2311,Mendes,Male,32,USA,1,1
2312,McGregor,Male,19,USA,0,0
2313,Bronner,Female,55,USA,0,0
2314,Mironova,Female,40,UK,0,1
2315,Ku,Female,28,Canada,0,1
2316,Evans,Female,37,USA,0,1
2317,Henderson,Female,50,UK,1,1
2318,Smith,Female,36,USA,1,1
2319,Russell,Male,33,Canada,1,1
2320,Sun,Female,37,UK,1,1
2321,McDonald,Female,38,UK,1,1
2322,Wong,Male,45,UK,1,1
2323,Niu,Female,41,Canada,0,1
2324,Fanucci,Male,51,USA,0,1
2325,Zetticci,Female,29,USA,1,1
2326,Hsia,Male,29,Canada,0,1
2327,McIntosh,Male,35,Canada,0,0
2328,Kozlova,Male,30,USA,1,1
2329,Meany,Male,29,Canada,1,1
2330,Thompson,Male,35,USA,0,1
2331,Le Gallienne,Female,39,Canada,1,1
2332,Cheng,Male,28,UK,0,1
2333,P'eng,Female,29,USA,0,1
2334,Lloyd,Male,36,Canada,0,1
2335,Wheeler,Female,37,Canada,0,0
2336,Christie,Female,48,UK,1,1
2337,He,Male,33,USA,0,1
2338,King,Female,35,Canada,0,0
2339,Favors,Male,37,USA,1,1
2340,Vida,Male,26,UK,0,0
2341,Thomas,Male,41,UK,0,0
2342,Wayn,Female,25,USA,0,1
2343,Tan,Male,44,Canada,0,1
2344,Gibson,Male,38,UK,1,1
2345,Y?,Female,49,UK,0,1
2346,Calabresi,Male,38,Canada,0,1
2347,Enyinnaya,Male,46,UK,0,0
2348,Ritchie,Male,55,UK,0,1
2349,Chia,Male,45,USA,0,0
2350,Wang,Female,42,UK,0,1
2351,Lorenzo,Female,58,UK,0,1
2352,Pai,Male,35,USA,0,1
2353,Nuttall,Female,45,Canada,1,1
2354,Osborne,Female,26,USA,0,1
2355,Ferri,Male,35,UK,0,1
2356,Hamilton,Female,42,Canada,1,1
2357,McEwan,Female,37,UK,0,1
2358,Lai,Female,38,USA,0,1
2359,Hs?,Male,43,USA,1,0
2360,Thompson,Male,32,UK,1,1
2361,Boyd,Female,41,UK,0,1
2362,Trevisani,Female,43,UK,1,1
2363,Lucciano,Male,45,UK,1,1
2364,Holman,Female,33,USA,1,0
2365,Bazhenov,Female,31,USA,0,0
2366,Douglas,Male,32,UK,0,0
2367,Hill,Male,34,USA,0,1
2368,Lo,Male,39,UK,0,1
2369,Forbes,Male,48,Canada,1,1
2370,Lin,Female,54,Canada,0,1
2371,Sinclair,Female,35,USA,0,1
2372,Kemp,Female,22,USA,1,1
2373,Ebelegbulam,Female,43,UK,0,1
2374,Woods,Male,31,USA,0,1
2375,Genovese,Male,29,Canada,0,1
2376,Tseng,Female,39,Canada,1,1
2377,Chiang,Male,31,Canada,1,1
2378,Williams,Male,50,USA,1,0
2379,Wilson,Female,38,USA,1,1
2380,Wang,Male,26,USA,0,0
2381,Moore,Male,34,USA,0,1
2382,Iadanza,Female,41,Canada,0,0
2383,Wallace,Male,30,USA,1,1
2384,Clark,Male,42,USA,0,0
2385,Y?,Female,40,USA,0,1
2386,Yermakov,Male,27,USA,0,0
2387,Wei,Male,46,USA,0,1
2388,Chukwunonso,Female,39,Canada,1,0
2389,McIntyre,Male,34,UK,0,1
2390,Ts'ai,Female,35,Canada,0,1
2391,Chung,Male,32,UK,0,1
2392,Tsou,Male,31,USA,0,1
2393,Aitken,Male,51,Canada,1,1
2394,Dawson,Male,28,UK,0,1
2395,Ward,Male,43,USA,1,1
2396,Pai,Male,52,USA,0,0
2397,Ifeanyichukwu,Female,27,USA,1,0
2398,Briggs,Female,34,Canada,0,1
2399,Morrison,Female,42,Canada,1,1
2400,Wall,Male,51,UK,0,1
2401,Nebechukwu,Male,34,UK,1,1
2402,Yao,Male,30,Canada,1,0
2403,Liao,Male,31,USA,0,1
2404,Ch'ang,Female,26,USA,1,0
2405,Burke,Male,37,UK,0,0
2406,Kay,Male,35,USA,0,1
2407,McIntyre,Male,32,Canada,1,1
2408,Chidiegwu,Female,43,UK,0,1
2409,Musgrove,Male,55,Canada,1,1
2410,Boulger,Male,37,UK,0,0
2411,Gow,Female,33,USA,0,1
2412,Amaechi,Female,31,UK,1,1
2413,Robe,Male,38,USA,0,1
2414,Bibi,Female,25,UK,1,1
2415,Niu,Female,52,USA,0,1
2416,Palerma,Male,32,USA,1,1
2417,Cocci,Male,46,USA,0,1
2418,Artemieva,Female,33,Canada,1,1
2419,Arcuri,Male,40,USA,1,1
2420,Owen,Female,57,Canada,1,0
2421,Franklin,Female,46,USA,0,1
2422,Lorenzo,Female,25,UK,1,1
2423,Muriel,Female,29,USA,1,1
2424,MacDevitt,Female,29,USA,0,1
2425,Chijindum,Male,31,USA,1,1
2426,Gibson,Female,39,Canada,1,1
2427,Whitehead,Female,41,USA,0,1
2428,Johnstone,Female,49,UK,1,1
2429,Endrizzi,Male,40,USA,0,1
2430,Burke,Male,31,USA,1,1
2431,Johnson,Female,41,UK,1,0
2432,Yeh,Male,22,USA,1,1
2433,Marshall,Male,39,UK,0,1
2434,Kao,Female,74,Canada,1,1
2435,Browne,Female,52,USA,0,1
2436,Taylor,Male,42,UK,0,1
2437,Gibbons,Male,37,Canada,0,0
2438,Nott,Male,41,USA,0,0
2439,Lei,Female,61,UK,1,1
2440,Alexeeva,Female,42,USA,0,1
2441,Sheets,Male,59,Canada,1,0
2442,Tokaryev,Male,29,Canada,1,1
2443,Ts'ui,Female,34,USA,0,1
2444,Johnston,Male,57,USA,1,0
2445,Kung,Female,29,UK,0,0
2446,Unwin,Female,34,USA,1,1
2447,Hsueh,Male,51,USA,1,1
2448,Hao,Male,26,USA,1,0
2449,L?,Male,28,UK,0,1
2450,Frater,Female,46,UK,1,0
2451,Brennan,Female,46,USA,0,1
2452,Pisani,Male,24,USA,0,1
2453,Golubev,Female,29,USA,0,1
2454,Vanmeter,Female,59,Canada,1,1
2455,Hs?,Female,51,UK,0,0
2456,Scott,Male,47,USA,1,0
2457,Crawford,Female,25,Canada,1,0
2458,P'eng,Female,38,Canada,1,0
2459,Rearick,Male,88,Canada,1,1
2460,Genovesi,Male,63,USA,0,0
2461,Glenny,Male,41,UK,0,1
2462,Marks,Male,40,USA,1,1
2463,Fleming,Female,53,USA,1,1
2464,Davison,Male,32,USA,1,0
2465,Chibuzo,Male,40,UK,1,1
2466,Wilson,Female,32,Canada,1,0
2467,Endrizzi,Male,32,UK,0,0
2468,Yuryeva,Female,27,USA,0,0
2469,Ugochukwu,Male,38,USA,1,1
2470,Lo Duca,Male,36,UK,1,1
2471,Gallo,Female,31,Canada,1,0
2472,Trout,Male,49,UK,0,1
2473,Morley,Male,38,USA,1,1
2474,Chou,Female,57,UK,0,1
2475,Shao,Female,37,USA,0,1
2476,Trentino,Male,32,USA,0,1
2477,Mazzanti,Female,38,UK,1,1
2478,Endrizzi,Female,41,USA,0,1
2479,Monaldo,Female,41,USA,0,1
2480,Otutodilinna,Female,40,USA,1,0
2481,Allen,Male,37,UK,1,1
2482,Milne,Female,57,USA,0,1
2483,Somadina,Male,40,Canada,0,0
2484,Chieloka,Male,37,USA,0,1
2485,Chukwuebuka,Male,39,USA,1,1
2486,Chioke,Female,38,USA,1,0
2487,Kovalev,Female,36,Canada,0,1
2488,Doherty,Female,32,USA,0,1
2489,Baranov,Female,21,Canada,0,0
2490,Rossi,Male,28,USA,1,1
2491,Robinson,Female,35,UK,0,1
2492,Bidencope,Female,26,Canada,1,1
2493,T'ien,Female,31,UK,1,1
2494,De Bernales,Male,23,Canada,1,1
2495,Wade,Male,46,USA,1,1
2496,Chung,Female,56,UK,0,1
2497,Stevenson,Female,45,USA,1,0
2498,Chienezie,Male,20,USA,1,1
2499,Cashin,Male,37,USA,1,1
2500,Seppelt,Female,37,USA,1,0
2501,Brownless,Male,38,USA,0,0
2502,McDonald,Female,38,UK,0,1
2503,Mamelu,Male,32,USA,0,1
2504,McGregor,Female,32,USA,0,0
2505,McDonald,Female,45,Canada,0,0
2506,Crawford,Female,37,UK,0,0
2507,Feng,Male,44,Canada,1,1
2508,Genovese,Male,33,USA,0,0
2509,Pirozzi,Male,46,USA,1,1
2510,Gibbs,Female,50,USA,0,1
2511,Milne,Female,52,USA,1,1
2512,Dickson,Female,34,UK,0,1
2513,O'Connor,Male,51,USA,1,1
2514,McGuirk,Male,39,USA,0,1
2515,Toscani,Female,26,UK,0,1
2516,Ruth,Male,40,USA,0,1
2517,Hughes,Female,36,USA,1,1
2518,Onyekaozulu,Male,36,UK,0,1
2519,Aksenov,Female,50,USA,1,1
2520,K'ung,Female,62,Canada,1,1
2521,Meng,Male,61,UK,0,1
2522,Nwoye,Male,25,UK,1,1
2523,Calabresi,Male,35,USA,0,0
2524,Milano,Female,24,USA,0,1
2525,Kirby,Male,52,Canada,1,1
2526,Ho,Male,34,USA,1,0
2527,Chukwuemeka,Female,29,Canada,0,0
2528,Hale,Male,42,USA,1,1
2529,K?,Male,26,USA,1,0
2530,Rice,Female,29,USA,1,1
2531,Brown,Female,45,USA,0,1
2532,Sagese,Male,47,UK,1,1
2533,Aksyonova,Female,60,USA,1,0
2534,Findlay,Male,61,USA,1,0
2535,Walker,Female,35,UK,0,1
2536,Hao,Male,40,UK,0,0
2537,Hammer,Male,58,USA,1,0
2538,Abbott,Female,33,USA,0,1
2539,Lucas,Male,38,Canada,1,1
2540,Davydova,Female,46,UK,0,1
2541,West,Female,45,UK,0,0
2542,Smith,Female,61,USA,1,0
2543,Mai,Male,41,UK,1,1
2544,Fiorentino,Female,24,Canada,1,0
2545,Freeman,Male,34,UK,0,0
2546,Nkemjika,Female,43,USA,1,1
2547,Ramos,Male,50,USA,1,1
2548,Mario,Female,59,Canada,1,0
2549,Chien,Male,50,USA,1,1
2550,Dubinina,Female,36,USA,1,1
2551,Wang,Male,42,USA,0,1
2552,Hsieh,Female,53,USA,1,1
2553,Moran,Female,46,Canada,0,1
2554,Hung,Male,71,Canada,1,1
2555,Moss,Male,30,Canada,0,0
2556,Fedorova,Male,38,USA,0,1
2557,Li,Female,41,Canada,1,1
2558,Nebechi,Male,26,USA,0,1
2559,Obialo,Female,30,UK,1,1
2560,Bateson,Female,40,UK,0,1
2561,Long,Female,30,Canada,0,0
2562,Nelson,Male,34,Canada,1,1
2563,Bell,Female,58,USA,1,0
2564,Udinese,Female,27,USA,1,1
2565,Mao,Female,38,USA,1,1
2566,Fanucci,Female,50,USA,1,0
2567,Yeh,Female,29,UK,1,1
2568,Onuoha,Male,42,USA,0,0
2569,Moore,Female,47,UK,1,1
2570,Thornton,Female,40,UK,0,1
2571,Warlow-Davies,Female,31,Canada,0,1
2572,Champion,Male,44,USA,1,0
2573,Mazzanti,Male,58,USA,1,1
2574,Macleod,Male,40,Canada,1,1
2575,Lei,Female,51,UK,1,0
2576,Lucchese,Male,54,UK,0,1
2577,Lombardo,Male,36,Canada,0,1
2578,William,Male,29,UK,0,1
2579,Wright,Female,32,USA,1,0
2580,Ozoemena,Male,30,UK,0,1
2581,Boyle,Female,38,UK,1,1
2582,Chinwendu,Male,31,USA,0,1
2583,Uwaezuoke,Female,46,USA,1,1
2584,Archambault,Female,31,USA,0,1
2585,Ko,Male,40,USA,0,0
2586,Udegbulam,Male,28,USA,1,1
2587,Greene,Male,50,USA,1,1
2588,Hunter,Male,33,USA,1,0
2589,Blinova,Male,32,USA,1,1
2590,De Garis,Male,44,USA,0,1
2591,Okwudiliolisa,Male,22,Canada,1,1
2592,Ts'ai,Male,38,UK,1,1
2593,Tuan,Male,40,UK,1,1
2594,Tseng,Male,53,UK,0,0
2595,Holmwood,Female,47,UK,0,1
2596,Thompson,Male,29,USA,0,1
2597,Y?,Female,28,USA,0,0
2598,Chidubem,Female,40,Canada,1,1
2599,Trevisani,Male,48,Canada,1,1
2600,Hsiung,Male,62,Canada,1,0
2601,Randall,Female,24,USA,0,1
2602,Leach,Female,41,Canada,1,1
2603,Godfrey,Male,28,UK,0,1
2604,Wallace,Female,34,UK,1,0
2605,Wei,Male,25,USA,0,1
2606,Mitchell,Female,34,Canada,0,1
2607,Light,Male,32,USA,1,1
2608,Capon,Male,31,USA,0,1
2609,Hou,Male,32,USA,1,1
2610,Rowe,Female,46,USA,1,1
2611,Holloway,Male,38,USA,1,1
2612,O'Sullivan,Male,42,USA,1,1
2613,Udinesi,Male,34,Canada,0,0
2614,Nwebube,Male,26,USA,1,0
2615,Chibueze,Female,58,UK,0,1
2616,Walker,Male,63,USA,1,1
2617,Gregory,Male,35,Canada,0,0
2618,Kuo,Male,45,UK,1,0
2619,Wilson,Female,30,USA,0,0
2620,Lanford,Male,49,Canada,0,0
2621,Meng,Male,35,USA,0,1
2622,Yeh,Female,36,USA,0,1
2623,Onwuatuegwu,Male,27,UK,1,1
2624,Goliwe,Female,28,USA,0,0
2625,Anthony,Female,29,Canada,0,0
2626,Scott,Male,29,UK,0,1
2627,Genovese,Female,29,UK,1,0
2628,Onyeorulu,Male,25,UK,0,1
2629,Myers,Male,48,UK,1,1
2630,Davey,Female,42,Canada,0,0
2631,Parsons,Female,36,UK,0,1
2632,Chikere,Male,35,USA,1,1
2633,Hs?eh,Male,48,Canada,1,1
2634,Sal,Male,41,USA,1,1
2635,Ts'ai,Female,42,Canada,0,1
2636,Witt,Female,27,USA,1,1
2637,Skelton,Male,30,Canada,1,1
2638,Kazantseva,Female,29,USA,0,1
2639,Bowhay,Male,43,USA,1,1
2640,Beyer,Female,40,UK,0,1
2641,Fries,Female,31,Canada,0,1
2642,Tao,Female,28,UK,1,0
2643,Kaodilinakachukwu,Female,22,Canada,0,1
2644,Ni,Male,27,USA,1,1
2645,Hsueh,Male,27,USA,1,0
2646,Connely,Male,23,USA,1,1
2647,Becker,Female,39,Canada,0,1
2648,Clayton,Male,51,USA,0,0
2649,Connolly,Male,21,USA,1,1
2650,Graham,Female,37,USA,0,1
2651,Ch'ien,Male,33,USA,0,1
2652,Manfrin,Male,40,UK,1,0
2653,Kuo,Female,38,USA,0,1
2654,Fomin,Male,26,Canada,0,1
2655,Chamberlain,Male,44,USA,0,1
2656,Barber,Male,53,UK,0,1
2657,Zimmer,Female,34,Canada,1,0
2658,Brazenor,Male,29,USA,1,1
2659,Cocci,Male,40,UK,0,0
2660,Caldwell,Female,62,USA,0,1
2661,Yirawala,Female,44,USA,1,1
2662,Donaldson,Female,28,USA,0,1
2663,Ozerova,Female,44,USA,0,0
2664,Bruce,Male,32,Canada,1,0
2665,Kang,Male,29,USA,1,1
2666,Rossi,Male,30,UK,0,1
2667,Ts'ai,Female,37,USA,1,1
2668,Moran,Male,35,USA,1,1
2669,Jennings,Male,52,USA,0,1
2670,Tokareva,Female,19,USA,0,1
2671,Pagnotto,Female,64,USA,1,0
2672,Castella,Male,35,Canada,1,0
2673,Du Cane,Male,34,USA,0,0
2674,Ferguson,Male,50,USA,0,1
2675,Odinakachukwu,Male,25,USA,0,1
2676,Woronoff,Male,38,UK,1,1
2677,Meng,Male,43,UK,0,1
2678,Sinclair,Female,38,USA,1,1
2679,Hsu,Female,38,USA,0,1
2680,Panicucci,Female,35,Canada,1,1
2681,Burns,Female,39,USA,0,1
2682,Onodugoadiegbemma,Male,36,UK,0,0
2683,Darling,Female,27,UK,0,1
2684,Maggard,Female,23,Canada,1,0
2685,Thomas,Female,28,Canada,0,0
2686,Lettiere,Male,60,USA,1,1
2687,Ponomaryov,Female,42,UK,1,0
2688,Oliver,Male,44,USA,0,0
2689,Chienezie,Male,32,UK,1,1
2690,Mao,Male,38,USA,1,0
2691,Ho,Male,42,Canada,0,1
2692,Lucchese,Female,37,USA,0,1
2693,Prokhorova,Male,31,USA,0,0
2694,Alekseyeva,Male,34,USA,1,0
2695,Blacklock,Male,29,UK,1,0
2696,Sazonova,Female,39,UK,0,1
2697,Henty,Female,40,Canada,1,1
2698,Li,Male,48,USA,1,1
2699,Azuka,Female,28,USA,0,1
2700,Alexander,Female,29,UK,1,1
2701,Brock,Male,31,USA,0,1
2702,Shen,Female,31,USA,0,1
2703,Padovesi,Female,30,USA,1,0
2704,Bulgakov,Male,46,UK,0,1
2705,Mazzanti,Male,27,USA,0,0
2706,Lord,Female,34,Canada,0,1
2707,Ramos,Male,22,USA,1,1
2708,Pai,Female,38,USA,0,0
2709,Yuan,Female,21,Canada,1,1
2710,Mao,Male,37,USA,0,0
2711,Uspenskaya,Male,37,UK,1,1
2712,Powell,Female,28,USA,1,1
2713,Brown,Female,32,UK,0,1
2714,Poole,Male,67,Canada,1,0
2715,McChesney,Female,55,USA,1,1
2716,Lucchese,Male,38,USA,1,0
2717,Clements,Male,45,USA,1,1
2718,Yuriev,Male,70,UK,1,1
2719,Endrizzi,Female,39,USA,1,0
2720,Pan,Female,42,UK,0,1
2721,Manfrin,Female,56,Canada,1,0
2722,Kennedy,Female,44,UK,1,1
2723,Conway,Female,32,USA,1,1
2724,Lablanc,Female,41,USA,1,1
2725,Dodd,Female,38,UK,0,1
2726,Muir,Female,58,USA,1,1
2727,Milanesi,Female,37,UK,0,0
2728,Shen,Male,57,UK,1,1
2729,Dillon,Male,46,UK,1,1
2730,Hoelscher,Male,23,USA,0,1
2731,Bell,Male,30,Canada,0,0
2732,Liao,Female,33,USA,1,1
2733,Udokamma,Female,48,UK,0,1
2734,Sinnett,Male,32,USA,0,1
2735,Palerma,Female,37,UK,1,0
2736,Chimaijem,Female,30,UK,0,1
2737,Porter,Male,36,UK,0,1
2738,Fan,Male,31,USA,1,0
2739,Palmer,Male,41,Canada,0,0
2740,Younger,Male,45,USA,0,0
2741,Burke,Male,34,UK,1,1
2742,Nwagugheuzo,Female,38,USA,0,1
2743,Young,Female,41,USA,1,1
2744,Watson,Male,22,USA,0,1
2745,Tseng,Male,38,Canada,0,1
2746,Drake,Male,52,UK,1,1
2747,Hanna,Male,36,USA,1,1
2748,Padovesi,Female,35,USA,1,1
2749,Loftus,Male,48,UK,0,1
2750,Buccho,Male,25,USA,1,1
2751,Lorenzo,Female,57,USA,1,1
2752,Ibezimako,Male,42,USA,1,1
2753,Wei,Female,31,Canada,0,0
2754,Ross,Female,28,USA,0,0
2755,Oluchukwu,Male,42,USA,1,1
2756,Walker,Male,31,Canada,1,0
2757,Wu,Male,29,USA,1,1
2758,Chidalu,Female,45,USA,0,1
2759,Ingram,Male,36,USA,0,0
2760,Ch'en,Male,37,USA,0,1
2761,Iredale,Male,68,UK,1,1
